Year;Ref;Goals;Home;Attack;Defense
2006;371;1;Home;Fluminense-RJ;Palmeiras-SP
2006;371;1;Away;Palmeiras-SP;Fluminense-RJ
2006;372;1;Home;Internacional-RS;Goias-GO
2006;372;4;Away;Goias-GO;Internacional-RS
2006;373;0;Home;Figueirense-SC;Vasco-RJ
2006;373;0;Away;Vasco-RJ;Figueirense-SC
2006;374;3;Home;Santos-SP;Santa Cruz-PE
2006;374;1;Away;Santa Cruz-PE;Santos-SP
2006;375;1;Home;Ponte Preta-SP;Atletico-PR
2006;375;1;Away;Atletico-PR;Ponte Preta-SP
2006;376;0;Home;Parana-PR;Sao Paulo-SP
2006;376;0;Away;Sao Paulo-SP;Parana-PR
2006;377;4;Home;Flamengo-RJ;Sao Caetano-SP
2006;377;1;Away;Sao Caetano-SP;Flamengo-RJ
2006;378;3;Home;Cruzeiro-MG;Botafogo-RJ
2006;378;1;Away;Botafogo-RJ;Cruzeiro-MG
2006;379;1;Home;Fortaleza-CE;Gremio-RS
2006;379;0;Away;Gremio-RS;Fortaleza-CE
2006;380;5;Home;Corinthians-SP;Juventude-RS
2006;380;3;Away;Juventude-RS;Corinthians-SP
2007;1;3;Home;Figueirense-SC;Atletico-PR
2007;1;6;Away;Atletico-PR;Figueirense-SC
2007;2;2;Home;Fluminense-RJ;Cruzeiro-MG
2007;2;2;Away;Cruzeiro-MG;Fluminense-RJ
2007;3;2;Home;Sao Paulo-SP;Goias-GO
2007;3;0;Away;Goias-GO;Sao Paulo-SP
2007;4;2;Home;Atletico-MG;Nautico-PE
2007;4;1;Away;Nautico-PE;Atletico-MG
2007;5;2;Home;Internacional-RS;Botafogo-RJ
2007;5;3;Away;Botafogo-RJ;Internacional-RS
2007;6;2;Home;Flamengo-RJ;Palmeiras-SP
2007;6;4;Away;Palmeiras-SP;Flamengo-RJ
2007;7;3;Home;Parana-PR;Gremio-RS
2007;7;0;Away;Gremio-RS;Parana-PR
2007;8;0;Home;America-RN;Vasco-RJ
2007;8;1;Away;Vasco-RJ;America-RN
2007;9;1;Home;Corinthians-SP;Juventude-RS
2007;9;0;Away;Juventude-RS;Corinthians-SP
2007;10;4;Home;Sport-PE;Santos-SP
2007;10;1;Away;Santos-SP;Sport-PE
2007;11;1;Home;Juventude-RS;Parana-PR
2007;11;2;Away;Parana-PR;Juventude-RS
2007;12;2;Home;Atletico-PR;Internacional-RS
2007;12;1;Away;Internacional-RS;Atletico-PR
2007;13;2;Home;Santos-SP;America-RN
2007;13;3;Away;America-RN;Santos-SP
2007;14;1;Home;Goias-GO;Flamengo-RJ
2007;14;3;Away;Flamengo-RJ;Goias-GO
2007;15;2;Home;Botafogo-RJ;Atletico-MG
2007;15;1;Away;Atletico-MG;Botafogo-RJ
2007;16;0;Home;Cruzeiro-MG;Corinthians-SP
2007;16;3;Away;Corinthians-SP;Cruzeiro-MG
2007;17;2;Home;Palmeiras-SP;Figueirense-SC
2007;17;1;Away;Figueirense-SC;Palmeiras-SP
2007;18;3;Home;Vasco-RJ;Sport-PE
2007;18;1;Away;Sport-PE;Vasco-RJ
2007;19;1;Home;Nautico-PE;Sao Paulo-SP
2007;19;0;Away;Sao Paulo-SP;Nautico-PE
2007;20;2;Home;Gremio-RS;Fluminense-RJ
2007;20;0;Away;Fluminense-RJ;Gremio-RS
2007;21;0;Home;America-RN;Figueirense-SC
2007;21;1;Away;Figueirense-SC;America-RN
2007;22;0;Home;Corinthians-SP;Atletico-MG
2007;22;0;Away;Atletico-MG;Corinthians-SP
2007;23;3;Home;Fluminense-RJ;Internacional-RS
2007;23;0;Away;Internacional-RS;Fluminense-RJ
2007;24;0;Home;Atletico-PR;Santos-SP
2007;24;1;Away;Santos-SP;Atletico-PR
2007;25;2;Home;Nautico-PE;Vasco-RJ
2007;25;2;Away;Vasco-RJ;Nautico-PE
2007;26;1;Home;Gremio-RS;Sport-PE
2007;26;0;Away;Sport-PE;Gremio-RS
2007;27;0;Home;Sao Paulo-SP;Palmeiras-SP
2007;27;0;Away;Palmeiras-SP;Sao Paulo-SP
2007;28;2;Home;Flamengo-RJ;Botafogo-RJ
2007;28;2;Away;Botafogo-RJ;Flamengo-RJ
2007;29;3;Home;Cruzeiro-MG;Parana-PR
2007;29;4;Away;Parana-PR;Cruzeiro-MG
2007;30;3;Home;Goias-GO;Juventude-RS
2007;30;1;Away;Juventude-RS;Goias-GO
2007;31;2;Home;Figueirense-SC;Goias-GO
2007;31;1;Away;Goias-GO;Figueirense-SC
2007;32;3;Home;Botafogo-RJ;Gremio-RS
2007;32;0;Away;Gremio-RS;Botafogo-RJ
2007;33;1;Home;Atletico-MG;Atletico-PR
2007;33;1;Away;Atletico-PR;Atletico-MG
2007;34;1;Home;Palmeiras-SP;Cruzeiro-MG
2007;34;3;Away;Cruzeiro-MG;Palmeiras-SP
2007;35;2;Home;Sport-PE;Flamengo-RJ
2007;35;2;Away;Flamengo-RJ;Sport-PE
2007;36;1;Home;Santos-SP;Corinthians-SP
2007;36;1;Away;Corinthians-SP;Santos-SP
2007;37;3;Home;Juventude-RS;America-RN
2007;37;0;Away;America-RN;Juventude-RS
2007;38;1;Home;Vasco-RJ;Fluminense-RJ
2007;38;1;Away;Fluminense-RJ;Vasco-RJ
2007;39;0;Home;Parana-PR;Sao Paulo-SP
2007;39;1;Away;Sao Paulo-SP;Parana-PR
2007;40;2;Home;Internacional-RS;Nautico-PE
2007;40;0;Away;Nautico-PE;Internacional-RS
2007;41;4;Home;Nautico-PE;Parana-PR
2007;41;4;Away;Parana-PR;Nautico-PE
2007;42;1;Home;Palmeiras-SP;Botafogo-RJ
2007;42;1;Away;Botafogo-RJ;Palmeiras-SP
2007;43;4;Home;Vasco-RJ;Gremio-RS
2007;43;0;Away;Gremio-RS;Vasco-RJ
2007;44;1;Home;America-RN;Corinthians-SP
2007;44;2;Away;Corinthians-SP;America-RN
2007;45;3;Home;Fluminense-RJ;Sport-PE
2007;45;0;Away;Sport-PE;Fluminense-RJ
2007;46;4;Home;Figueirense-SC;Flamengo-RJ
2007;46;0;Away;Flamengo-RJ;Figueirense-SC
2007;47;0;Home;Atletico-PR;Goias-GO
2007;47;3;Away;Goias-GO;Atletico-PR
2007;48;2;Home;Cruzeiro-MG;Juventude-RS
2007;48;3;Away;Juventude-RS;Cruzeiro-MG
2007;49;0;Home;Sao Paulo-SP;Atletico-MG
2007;49;1;Away;Atletico-MG;Sao Paulo-SP
2007;50;1;Home;Internacional-RS;Santos-SP
2007;50;0;Away;Santos-SP;Internacional-RS
2007;51;0;Home;Gremio-RS;Cruzeiro-MG
2007;51;2;Away;Cruzeiro-MG;Gremio-RS
2007;52;0;Home;Corinthians-SP;Parana-PR
2007;52;0;Away;Parana-PR;Corinthians-SP
2007;53;2;Home;Flamengo-RJ;Internacional-RS
2007;53;2;Away;Internacional-RS;Flamengo-RJ
2007;54;3;Home;Goias-GO;Palmeiras-SP
2007;54;1;Away;Palmeiras-SP;Goias-GO
2007;55;4;Home;Atletico-MG;Figueirense-SC
2007;55;1;Away;Figueirense-SC;Atletico-MG
2007;56;2;Home;Sao Paulo-SP;Vasco-RJ
2007;56;0;Away;Vasco-RJ;Sao Paulo-SP
2007;57;1;Home;Atletico-PR;Fluminense-RJ
2007;57;1;Away;Fluminense-RJ;Atletico-PR
2007;58;2;Home;Sport-PE;America-RN
2007;58;2;Away;America-RN;Sport-PE
2007;59;3;Home;Botafogo-RJ;Nautico-PE
2007;59;1;Away;Nautico-PE;Botafogo-RJ
2007;60;0;Home;Juventude-RS;Santos-SP
2007;60;2;Away;Santos-SP;Juventude-RS
2007;61;0;Home;Nautico-PE;Goias-GO
2007;61;2;Away;Goias-GO;Nautico-PE
2007;62;2;Home;Botafogo-RJ;Corinthians-SP
2007;62;3;Away;Corinthians-SP;Botafogo-RJ
2007;63;1;Home;Juventude-RS;Figueirense-SC
2007;63;1;Away;Figueirense-SC;Juventude-RS
2007;64;0;Home;Palmeiras-SP;Atletico-PR
2007;64;2;Away;Atletico-PR;Palmeiras-SP
2007;65;0;Home;America-RN;Fluminense-RJ
2007;65;1;Away;Fluminense-RJ;America-RN
2007;66;0;Home;Santos-SP;Sao Paulo-SP
2007;66;2;Away;Sao Paulo-SP;Santos-SP
2007;67;4;Home;Cruzeiro-MG;Atletico-MG
2007;67;2;Away;Atletico-MG;Cruzeiro-MG
2007;68;1;Home;Vasco-RJ;Flamengo-RJ
2007;68;2;Away;Flamengo-RJ;Vasco-RJ
2007;69;1;Home;Parana-PR;Sport-PE
2007;69;0;Away;Sport-PE;Parana-PR
2007;70;0;Home;Internacional-RS;Gremio-RS
2007;70;2;Away;Gremio-RS;Internacional-RS
2007;71;4;Home;Sport-PE;Nautico-PE
2007;71;1;Away;Nautico-PE;Sport-PE
2007;72;0;Home;Figueirense-SC;Sao Paulo-SP
2007;72;0;Away;Sao Paulo-SP;Figueirense-SC
2007;73;4;Home;Flamengo-RJ;Juventude-RS
2007;73;0;Away;Juventude-RS;Flamengo-RJ
2007;74;0;Home;America-RN;Goias-GO
2007;74;3;Away;Goias-GO;America-RN
2007;75;3;Home;Cruzeiro-MG;Vasco-RJ
2007;75;1;Away;Vasco-RJ;Cruzeiro-MG
2007;76;0;Home;Santos-SP;Gremio-RS
2007;76;0;Away;Gremio-RS;Santos-SP
2007;77;1;Home;Fluminense-RJ;Botafogo-RJ
2007;77;2;Away;Botafogo-RJ;Fluminense-RJ
2007;78;2;Home;Parana-PR;Atletico-PR
2007;78;2;Away;Atletico-PR;Parana-PR
2007;79;1;Home;Internacional-RS;Atletico-MG
2007;79;1;Away;Atletico-MG;Internacional-RS
2007;80;0;Home;Corinthians-SP;Palmeiras-SP
2007;80;1;Away;Palmeiras-SP;Corinthians-SP
2007;81;2;Home;Sport-PE;Corinthians-SP
2007;81;1;Away;Corinthians-SP;Sport-PE
2007;82;1;Home;Atletico-MG;Flamengo-RJ
2007;82;1;Away;Flamengo-RJ;Atletico-MG
2007;83;4;Home;Vasco-RJ;Santos-SP
2007;83;0;Away;Santos-SP;Vasco-RJ
2007;84;2;Home;Figueirense-SC;Cruzeiro-MG
2007;84;1;Away;Cruzeiro-MG;Figueirense-SC
2007;85;2;Home;Palmeiras-SP;America-RN
2007;85;0;Away;America-RN;Palmeiras-SP
2007;86;1;Home;Atletico-PR;Nautico-PE
2007;86;1;Away;Nautico-PE;Atletico-PR
2007;87;3;Home;Gremio-RS;Juventude-RS
2007;87;1;Away;Juventude-RS;Gremio-RS
2007;88;0;Home;Fluminense-RJ;Parana-PR
2007;88;0;Away;Parana-PR;Fluminense-RJ
2007;89;1;Home;Sao Paulo-SP;Internacional-RS
2007;89;0;Away;Internacional-RS;Sao Paulo-SP
2007;90;1;Home;Goias-GO;Botafogo-RJ
2007;90;1;Away;Botafogo-RJ;Goias-GO
2007;91;2;Home;Botafogo-RJ;Atletico-PR
2007;91;0;Away;Atletico-PR;Botafogo-RJ
2007;92;1;Home;Corinthians-SP;Fluminense-RJ
2007;92;1;Away;Fluminense-RJ;Corinthians-SP
2007;93;4;Home;Santos-SP;Cruzeiro-MG
2007;93;1;Away;Cruzeiro-MG;Santos-SP
2007;94;1;Home;Flamengo-RJ;Sao Paulo-SP
2007;94;0;Away;Sao Paulo-SP;Flamengo-RJ
2007;95;0;Home;Atletico-MG;Gremio-RS
2007;95;1;Away;Gremio-RS;Atletico-MG
2007;96;0;Home;Parana-PR;America-RN
2007;96;1;Away;America-RN;Parana-PR
2007;97;3;Home;Goias-GO;Sport-PE
2007;97;2;Away;Sport-PE;Goias-GO
2007;98;2;Home;Internacional-RS;Figueirense-SC
2007;98;1;Away;Figueirense-SC;Internacional-RS
2007;99;0;Home;Nautico-PE;Palmeiras-SP
2007;99;1;Away;Palmeiras-SP;Nautico-PE
2007;100;2;Home;Juventude-RS;Vasco-RJ
2007;100;0;Away;Vasco-RJ;Juventude-RS
2007;101;1;Home;Parana-PR;Figueirense-SC
2007;101;2;Away;Figueirense-SC;Parana-PR
2007;102;1;Home;Juventude-RS;Nautico-PE
2007;102;1;Away;Nautico-PE;Juventude-RS
2007;103;1;Home;Vasco-RJ;Atletico-PR
2007;103;0;Away;Atletico-PR;Vasco-RJ
2007;104;2;Home;Sport-PE;Atletico-MG
2007;104;0;Away;Atletico-MG;Sport-PE
2007;105;3;Home;Santos-SP;Botafogo-RJ
2007;105;0;Away;Botafogo-RJ;Santos-SP
2007;106;1;Home;Gremio-RS;Palmeiras-SP
2007;106;1;Away;Palmeiras-SP;Gremio-RS
2007;107;1;Home;America-RN;Internacional-RS
2007;107;2;Away;Internacional-RS;America-RN
2007;108;2;Home;Cruzeiro-MG;Goias-GO
2007;108;1;Away;Goias-GO;Cruzeiro-MG
2007;109;1;Home;Corinthians-SP;Sao Paulo-SP
2007;109;1;Away;Sao Paulo-SP;Corinthians-SP
2007;110;0;Home;Fluminense-RJ;Flamengo-RJ
2007;110;1;Away;Flamengo-RJ;Fluminense-RJ
2007;111;0;Home;Figueirense-SC;Sport-PE
2007;111;1;Away;Sport-PE;Figueirense-SC
2007;112;4;Home;Atletico-PR;Juventude-RS
2007;112;0;Away;Juventude-RS;Atletico-PR
2007;113;4;Home;Atletico-MG;America-RN
2007;113;1;Away;America-RN;Atletico-MG
2007;114;1;Home;Nautico-PE;Cruzeiro-MG
2007;114;4;Away;Cruzeiro-MG;Nautico-PE
2007;115;0;Home;Sao Paulo-SP;Fluminense-RJ
2007;115;1;Away;Fluminense-RJ;Sao Paulo-SP
2007;116;3;Home;Internacional-RS;Corinthians-SP
2007;116;0;Away;Corinthians-SP;Internacional-RS
2007;117;2;Home;Palmeiras-SP;Santos-SP
2007;117;2;Away;Santos-SP;Palmeiras-SP
2007;118;0;Home;Goias-GO;Gremio-RS
2007;118;0;Away;Gremio-RS;Goias-GO
2007;119;1;Home;Flamengo-RJ;Parana-PR
2007;119;2;Away;Parana-PR;Flamengo-RJ
2007;120;4;Home;Botafogo-RJ;Vasco-RJ
2007;120;0;Away;Vasco-RJ;Botafogo-RJ
2007;121;2;Home;America-RN;Atletico-PR
2007;121;1;Away;Atletico-PR;America-RN
2007;122;2;Home;Juventude-RS;Internacional-RS
2007;122;0;Away;Internacional-RS;Juventude-RS
2007;123;4;Home;Vasco-RJ;Atletico-MG
2007;123;0;Away;Atletico-MG;Vasco-RJ
2007;124;0;Home;Corinthians-SP;Nautico-PE
2007;124;3;Away;Nautico-PE;Corinthians-SP
2007;125;1;Home;Cruzeiro-MG;Sao Paulo-SP
2007;125;2;Away;Sao Paulo-SP;Cruzeiro-MG
2007;126;1;Home;Gremio-RS;Flamengo-RJ
2007;126;0;Away;Flamengo-RJ;Gremio-RS
2007;127;3;Home;Fluminense-RJ;Goias-GO
2007;127;0;Away;Goias-GO;Fluminense-RJ
2007;128;3;Home;Santos-SP;Figueirense-SC
2007;128;1;Away;Figueirense-SC;Santos-SP
2007;129;1;Home;Parana-PR;Palmeiras-SP
2007;129;0;Away;Palmeiras-SP;Parana-PR
2007;130;3;Home;Sport-PE;Botafogo-RJ
2007;130;3;Away;Botafogo-RJ;Sport-PE
2007;131;2;Home;Atletico-PR;Cruzeiro-MG
2007;131;2;Away;Cruzeiro-MG;Atletico-PR
2007;132;1;Home;Goias-GO;Santos-SP
2007;132;0;Away;Santos-SP;Goias-GO
2007;133;0;Home;Nautico-PE;Gremio-RS
2007;133;2;Away;Gremio-RS;Nautico-PE
2007;134;3;Home;Flamengo-RJ;America-RN
2007;134;1;Away;America-RN;Flamengo-RJ
2007;135;3;Home;Palmeiras-SP;Vasco-RJ
2007;135;2;Away;Vasco-RJ;Palmeiras-SP
2007;136;2;Home;Figueirense-SC;Corinthians-SP
2007;136;2;Away;Corinthians-SP;Figueirense-SC
2007;137;1;Home;Internacional-RS;Parana-PR
2007;137;0;Away;Parana-PR;Internacional-RS
2007;138;3;Home;Botafogo-RJ;Juventude-RS
2007;138;1;Away;Juventude-RS;Botafogo-RJ
2007;139;3;Home;Atletico-MG;Fluminense-RJ
2007;139;0;Away;Fluminense-RJ;Atletico-MG
2007;140;3;Home;Sao Paulo-SP;Sport-PE
2007;140;1;Away;Sport-PE;Sao Paulo-SP
2007;141;1;Home;Santos-SP;Nautico-PE
2007;141;2;Away;Nautico-PE;Santos-SP
2007;142;1;Home;Gremio-RS;Atletico-PR
2007;142;1;Away;Atletico-PR;Gremio-RS
2007;143;4;Home;Vasco-RJ;Goias-GO
2007;143;1;Away;Goias-GO;Vasco-RJ
2007;144;2;Home;Corinthians-SP;Flamengo-RJ
2007;144;2;Away;Flamengo-RJ;Corinthians-SP
2007;145;1;Home;Sport-PE;Internacional-RS
2007;145;5;Away;Internacional-RS;Sport-PE
2007;146;1;Home;Juventude-RS;Palmeiras-SP
2007;146;1;Away;Palmeiras-SP;Juventude-RS
2007;147;1;Home;Parana-PR;Atletico-MG
2007;147;3;Away;Atletico-MG;Parana-PR
2007;148;1;Home;Fluminense-RJ;Figueirense-SC
2007;148;1;Away;Figueirense-SC;Fluminense-RJ
2007;149;0;Home;America-RN;Sao Paulo-SP
2007;149;1;Away;Sao Paulo-SP;America-RN
2007;150;3;Home;Cruzeiro-MG;Botafogo-RJ
2007;150;2;Away;Botafogo-RJ;Cruzeiro-MG
2007;151;2;Home;Goias-GO;Parana-PR
2007;151;0;Away;Parana-PR;Goias-GO
2007;152;0;Home;Nautico-PE;Fluminense-RJ
2007;152;0;Away;Fluminense-RJ;Nautico-PE
2007;153;1;Home;Palmeiras-SP;Sport-PE
2007;153;2;Away;Sport-PE;Palmeiras-SP
2007;154;4;Home;Botafogo-RJ;America-RN
2007;154;2;Away;America-RN;Botafogo-RJ
2007;155;2;Home;Atletico-PR;Corinthians-SP
2007;155;2;Away;Corinthians-SP;Atletico-PR
2007;156;1;Home;Atletico-MG;Santos-SP
2007;156;2;Away;Santos-SP;Atletico-MG
2007;157;0;Home;Internacional-RS;Vasco-RJ
2007;157;2;Away;Vasco-RJ;Internacional-RS
2007;158;1;Home;Figueirense-SC;Gremio-RS
2007;158;0;Away;Gremio-RS;Figueirense-SC
2007;159;3;Home;Sao Paulo-SP;Juventude-RS
2007;159;1;Away;Juventude-RS;Sao Paulo-SP
2007;160;3;Home;Flamengo-RJ;Cruzeiro-MG
2007;160;1;Away;Cruzeiro-MG;Flamengo-RJ
2007;161;1;Home;Corinthians-SP;Goias-GO
2007;161;0;Away;Goias-GO;Corinthians-SP
2007;162;1;Home;America-RN;Nautico-PE
2007;162;5;Away;Nautico-PE;America-RN
2007;163;3;Home;Sport-PE;Atletico-PR
2007;163;2;Away;Atletico-PR;Sport-PE
2007;164;0;Home;Fluminense-RJ;Palmeiras-SP
2007;164;1;Away;Palmeiras-SP;Fluminense-RJ
2007;165;3;Home;Cruzeiro-MG;Internacional-RS
2007;165;2;Away;Internacional-RS;Cruzeiro-MG
2007;166;3;Home;Santos-SP;Flamengo-RJ
2007;166;0;Away;Flamengo-RJ;Santos-SP
2007;167;1;Home;Juventude-RS;Atletico-MG
2007;167;2;Away;Atletico-MG;Juventude-RS
2007;168;2;Home;Vasco-RJ;Figueirense-SC
2007;168;2;Away;Figueirense-SC;Vasco-RJ
2007;169;0;Home;Parana-PR;Botafogo-RJ
2007;169;0;Away;Botafogo-RJ;Parana-PR
2007;170;0;Home;Gremio-RS;Sao Paulo-SP
2007;170;2;Away;Sao Paulo-SP;Gremio-RS
2007;171;2;Home;Cruzeiro-MG;Sport-PE
2007;171;0;Away;Sport-PE;Cruzeiro-MG
2007;172;0;Home;Juventude-RS;Fluminense-RJ
2007;172;0;Away;Fluminense-RJ;Juventude-RS
2007;173;0;Home;Botafogo-RJ;Sao Paulo-SP
2007;173;2;Away;Sao Paulo-SP;Botafogo-RJ
2007;174;4;Home;Nautico-PE;Figueirense-SC
2007;174;2;Away;Figueirense-SC;Nautico-PE
2007;175;2;Home;Atletico-PR;Flamengo-RJ
2007;175;0;Away;Flamengo-RJ;Atletico-PR
2007;176;3;Home;Goias-GO;Atletico-MG
2007;176;2;Away;Atletico-MG;Goias-GO
2007;177;2;Home;Vasco-RJ;Corinthians-SP
2007;177;0;Away;Corinthians-SP;Vasco-RJ
2007;178;3;Home;Gremio-RS;America-RN
2007;178;0;Away;America-RN;Gremio-RS
2007;179;1;Home;Palmeiras-SP;Internacional-RS
2007;179;1;Away;Internacional-RS;Palmeiras-SP
2007;180;2;Home;Santos-SP;Parana-PR
2007;180;0;Away;Parana-PR;Santos-SP
2007;181;3;Home;Sport-PE;Juventude-RS
2007;181;0;Away;Juventude-RS;Sport-PE
2007;182;2;Home;Sao Paulo-SP;Atletico-PR
2007;182;0;Away;Atletico-PR;Sao Paulo-SP
2007;183;2;Home;Flamengo-RJ;Nautico-PE
2007;183;1;Away;Nautico-PE;Flamengo-RJ
2007;184;2;Home;Corinthians-SP;Gremio-RS
2007;184;1;Away;Gremio-RS;Corinthians-SP
2007;185;1;Home;Atletico-MG;Palmeiras-SP
2007;185;2;Away;Palmeiras-SP;Atletico-MG
2007;186;1;Home;Figueirense-SC;Botafogo-RJ
2007;186;1;Away;Botafogo-RJ;Figueirense-SC
2007;187;1;Home;Internacional-RS;Goias-GO
2007;187;0;Away;Goias-GO;Internacional-RS
2007;188;1;Home;America-RN;Cruzeiro-MG
2007;188;2;Away;Cruzeiro-MG;America-RN
2007;189;0;Home;Parana-PR;Vasco-RJ
2007;189;0;Away;Vasco-RJ;Parana-PR
2007;190;3;Home;Fluminense-RJ;Santos-SP
2007;190;0;Away;Santos-SP;Fluminense-RJ
2007;191;2;Home;Palmeiras-SP;Flamengo-RJ
2007;191;1;Away;Flamengo-RJ;Palmeiras-SP
2007;192;1;Home;Atletico-PR;Figueirense-SC
2007;192;1;Away;Figueirense-SC;Atletico-PR
2007;193;0;Home;Goias-GO;Sao Paulo-SP
2007;193;0;Away;Sao Paulo-SP;Goias-GO
2007;194;1;Home;Botafogo-RJ;Internacional-RS
2007;194;1;Away;Internacional-RS;Botafogo-RJ
2007;195;0;Home;Nautico-PE;Atletico-MG
2007;195;1;Away;Atletico-MG;Nautico-PE
2007;196;4;Home;Cruzeiro-MG;Fluminense-RJ
2007;196;2;Away;Fluminense-RJ;Cruzeiro-MG
2007;197;2;Home;Santos-SP;Sport-PE
2007;197;0;Away;Sport-PE;Santos-SP
2007;198;2;Home;Juventude-RS;Corinthians-SP
2007;198;2;Away;Corinthians-SP;Juventude-RS
2007;199;2;Home;Gremio-RS;Parana-PR
2007;199;0;Away;Parana-PR;Gremio-RS
2007;200;2;Home;Vasco-RJ;America-RN
2007;200;0;Away;America-RN;Vasco-RJ
2007;201;0;Home;Corinthians-SP;Cruzeiro-MG
2007;201;3;Away;Cruzeiro-MG;Corinthians-SP
2007;202;3;Home;Parana-PR;Juventude-RS
2007;202;1;Away;Juventude-RS;Parana-PR
2007;203;1;Home;America-RN;Santos-SP
2007;203;4;Away;Santos-SP;America-RN
2007;204;1;Home;Fluminense-RJ;Gremio-RS
2007;204;1;Away;Gremio-RS;Fluminense-RJ
2007;205;0;Home;Sport-PE;Vasco-RJ
2007;205;0;Away;Vasco-RJ;Sport-PE
2007;206;1;Home;Atletico-MG;Botafogo-RJ
2007;206;2;Away;Botafogo-RJ;Atletico-MG
2007;207;5;Home;Sao Paulo-SP;Nautico-PE
2007;207;0;Away;Nautico-PE;Sao Paulo-SP
2007;208;1;Home;Figueirense-SC;Palmeiras-SP
2007;208;2;Away;Palmeiras-SP;Figueirense-SC
2007;209;1;Home;Internacional-RS;Atletico-PR
2007;209;0;Away;Atletico-PR;Internacional-RS
2007;210;3;Home;Flamengo-RJ;Goias-GO
2007;210;1;Away;Goias-GO;Flamengo-RJ
2007;211;0;Home;Palmeiras-SP;Sao Paulo-SP
2007;211;1;Away;Sao Paulo-SP;Palmeiras-SP
2007;212;2;Home;Parana-PR;Cruzeiro-MG
2007;212;2;Away;Cruzeiro-MG;Parana-PR
2007;213;2;Home;Juventude-RS;Goias-GO
2007;213;0;Away;Goias-GO;Juventude-RS
2007;214;1;Home;Botafogo-RJ;Flamengo-RJ
2007;214;1;Away;Flamengo-RJ;Botafogo-RJ
2007;215;2;Home;Sport-PE;Gremio-RS
2007;215;0;Away;Gremio-RS;Sport-PE
2007;216;5;Home;Atletico-MG;Corinthians-SP
2007;216;2;Away;Corinthians-SP;Atletico-MG
2007;217;3;Home;Santos-SP;Atletico-PR
2007;217;1;Away;Atletico-PR;Santos-SP
2007;218;3;Home;Figueirense-SC;America-RN
2007;218;1;Away;America-RN;Figueirense-SC
2007;219;1;Home;Internacional-RS;Fluminense-RJ
2007;219;4;Away;Fluminense-RJ;Internacional-RS
2007;220;4;Home;Vasco-RJ;Nautico-PE
2007;220;1;Away;Nautico-PE;Vasco-RJ
2007;221;2;Home;Corinthians-SP;Santos-SP
2007;221;0;Away;Santos-SP;Corinthians-SP
2007;222;1;Home;Atletico-PR;Atletico-MG
2007;222;0;Away;Atletico-MG;Atletico-PR
2007;223;2;Home;Goias-GO;Figueirense-SC
2007;223;1;Away;Figueirense-SC;Goias-GO
2007;224;1;Home;Fluminense-RJ;Vasco-RJ
2007;224;1;Away;Vasco-RJ;Fluminense-RJ
2007;225;1;Home;Nautico-PE;Internacional-RS
2007;225;1;Away;Internacional-RS;Nautico-PE
2007;226;5;Home;Cruzeiro-MG;Palmeiras-SP
2007;226;0;Away;Palmeiras-SP;Cruzeiro-MG
2007;227;6;Home;Sao Paulo-SP;Parana-PR
2007;227;0;Away;Parana-PR;Sao Paulo-SP
2007;228;0;Home;America-RN;Juventude-RS
2007;228;3;Away;Juventude-RS;America-RN
2007;229;3;Home;Gremio-RS;Botafogo-RJ
2007;229;0;Away;Botafogo-RJ;Gremio-RS
2007;230;1;Home;Flamengo-RJ;Sport-PE
2007;230;1;Away;Sport-PE;Flamengo-RJ
2007;231;1;Home;Corinthians-SP;America-RN
2007;231;0;Away;America-RN;Corinthians-SP
2007;232;2;Home;Parana-PR;Nautico-PE
2007;232;4;Away;Nautico-PE;Parana-PR
2007;233;2;Home;Goias-GO;Atletico-PR
2007;233;3;Away;Atletico-PR;Goias-GO
2007;234;1;Home;Botafogo-RJ;Palmeiras-SP
2007;234;1;Away;Palmeiras-SP;Botafogo-RJ
2007;235;0;Home;Sport-PE;Fluminense-RJ
2007;235;2;Away;Fluminense-RJ;Sport-PE
2007;236;0;Home;Atletico-MG;Sao Paulo-SP
2007;236;0;Away;Sao Paulo-SP;Atletico-MG
2007;237;2;Home;Santos-SP;Internacional-RS
2007;237;1;Away;Internacional-RS;Santos-SP
2007;238;1;Home;Juventude-RS;Cruzeiro-MG
2007;238;0;Away;Cruzeiro-MG;Juventude-RS
2007;239;3;Home;Gremio-RS;Vasco-RJ
2007;239;1;Away;Vasco-RJ;Gremio-RS
2007;240;4;Home;Flamengo-RJ;Figueirense-SC
2007;240;1;Away;Figueirense-SC;Flamengo-RJ
2007;241;2;Home;Palmeiras-SP;Goias-GO
2007;241;0;Away;Goias-GO;Palmeiras-SP
2007;242;1;Home;Parana-PR;Corinthians-SP
2007;242;0;Away;Corinthians-SP;Parana-PR
2007;243;1;Home;America-RN;Sport-PE
2007;243;1;Away;Sport-PE;America-RN
2007;244;2;Home;Fluminense-RJ;Atletico-PR
2007;244;0;Away;Atletico-PR;Fluminense-RJ
2007;245;4;Home;Nautico-PE;Botafogo-RJ
2007;245;1;Away;Botafogo-RJ;Nautico-PE
2007;246;2;Home;Cruzeiro-MG;Gremio-RS
2007;246;0;Away;Gremio-RS;Cruzeiro-MG
2007;247;1;Home;Santos-SP;Juventude-RS
2007;247;0;Away;Juventude-RS;Santos-SP
2007;248;2;Home;Figueirense-SC;Atletico-MG
2007;248;1;Away;Atletico-MG;Figueirense-SC
